Name,Age,Gender,Platform,User_experience,Color Scheme,Visual Hierarchy,Typography,Images and Multimedia,Layout,Mobile Responsiveness,CTA (Call to Action) Buttons,Forms and Input Fields,Feedback and Error Messages,Loading Speed,Personalization,Accessibility,Animation and Transitions,Scrolling_Behavior,Gestures and Touch Controls,Search Functionality,Social_Media_Integration
Ayesha Begum,41,male,Website,Inconsistent Navigation,5,4,4,4,5,5,5,4,5,5,4,3,4,3,4,4,3
Rupali Akhter,72,female,Facebook,Limited Menu Options,5,5,4,3,5,5,4,5,3,4,5,4,3,4,5,4,5
Abdul Khalek,46,male,Instagram,Clear and concise,4,3,4,3,5,4,4,5,4,4,3,5,4,3,4,4,3
Rozina Akhter,58,female,Facebook,Intuitive,4,5,3,5,4,4,3,4,5,4,3,4,4,4,3,4,3
Abul Khair,50,male,Youtube,Efficient,3,5,4,4,4,4,4,4,5,5,4,4,5,4,4,4,3
Monira Begum,28,female,Twitter,Efficient,5,5,4,5,4,4,5,3,5,5,4,3,3,5,4,3,4
Sumaiya Begum,52,male,Youtube,Limited Menu Options,5,4,4,4,4,5,5,4,5,5,5,4,4,3,5,3,4
Shahid Hasan,28,female,Website,Intuitive,4,5,3,5,5,4,3,4,5,3,5,4,5,5,3,3,4
Selina Khanam,24,male,Instagram,Confusing,4,4,3,5,4,4,4,4,4,3,5,5,3,4,3,4,5
Shahida Akhter,34,female,Facebook,Engaging,5,5,4,4,4,5,5,4,3,4,4,4,5,5,4,4,3
Abdul Gani,30,male,Twitter,User-Friendly,4,4,4,4,5,5,4,4,5,3,3,4,4,4,4,5,3
Nazma Begum,47,female,Facebook,Engaging,4,4,4,4,4,4,4,5,4,5,5,4,5,5,4,4,3
Samir Mia,73,male,Twitter,User-Friendly,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5
Salma Akhter,67,female,Facebook,Inconsistent Navigation,5,3,3,4,4,4,3,4,3,4,5,3,4,5,5,4,4
Mokhlesur Rahman,58,male,Facebook,Intuitive,5,3,4,5,5,5,5,3,4,5,4,4,4,5,4,3,4
Kaniz Akhtar,66,female,Instagram,Intuitive,3,4,4,5,3,4,3,4,4,5,4,5,3,5,5,4,4
Morzina Begum,27,female,Twitter,Engaging,5,3,4,4,4,5,5,3,5,4,5,3,4,3,5,5,5
Al-Amin,36,male,Youtube,Adequate,4,3,4,4,4,5,4,4,5,5,4,4,4,4,3,5,5
Shathi Akhter,43,female,Twitter,Inconsistent Navigation,4,5,3,3,4,4,4,5,3,3,5,5,3,4,4,5,3
Shahidul Mia,48,male,Youtube,Clear and concise,5,3,4,4,4,4,5,3,4,5,5,5,4,4,3,4,3
Sultana Akhtar,72,female,Facebook,Confusing,5,5,4,3,4,4,3,3,3,3,5,5,3,5,4,5,4
Nasrin Khanam,50,male,Website,Inconsistent Navigation,4,3,4,4,4,3,4,4,5,4,4,3,5,4,3,4,5
Sajjad Ali,27,female,Instagram,Adequate,5,4,4,4,4,4,5,4,4,3,3,4,4,4,4,5,5
Sharifa Begum,68,male,Twitter,User-Friendly,5,4,4,4,3,4,4,3,4,4,3,4,5,5,5,4,5
Khadiza Akhter,73,female,Website,Engaging,5,4,3,4,3,4,5,5,4,4,5,3,4,5,4,5,3
Monirul Hasan,25,male,Facebook,Efficient,3,4,3,3,4,4,3,4,4,4,4,3,3,3,4,3,4
Nasrin Akhtar,59,female,Youtube,User-Friendly,5,5,3,4,4,5,5,3,3,4,4,4,5,5,4,4,4
Shahedul Haque,53,male,Youtube,User-Friendly,4,4,4,5,4,5,4,5,3,3,4,4,4,4,4,4,4
Shabina Akhtar,68,female,Facebook,Efficient,4,4,3,4,4,5,4,4,4,5,4,3,4,4,4,5,4
Faruk Hasan,47,male,Youtube,Inconsistent Navigation,5,4,4,3,5,4,5,4,4,5,4,4,3,4,5,4,4
Sumi Akhter,48,female,Instagram,Adequate,3,4,4,3,4,4,4,3,5,4,4,4,5,5,3,5,3
Nasima Khanam,33,male,Youtube,Adequate,3,3,4,3,4,5,4,4,3,4,4,4,4,5,3,4,4
Imran Hasan,58,female,Instagram,Limited Menu Options,4,5,4,3,4,4,4,4,4,4,4,3,5,4,4,5,5
Shamima Akhter,36,male,Website,User-Friendly,4,5,5,4,5,4,4,5,4,4,4,4,4,4,5,4,5
Samir Hasan,34,female,Twitter,Engaging,5,4,3,4,5,4,5,5,5,4,5,4,3,5,4,5,4
Sarwar Akhter,33,male,Twitter,Clear and concise,4,4,4,4,4,4,3,3,4,4,4,4,4,3,5,4,5
Shamima Begum,76,female,Youtube,Confusing,4,5,5,4,4,4,3,4,4,4,4,4,5,4,5,5,5
Sagar Hasan,30,male,Youtube,Limited Menu Options,3,4,4,4,4,5,5,5,4,4,4,5,4,4,4,3,4
Mahmuda Akhter,65,female,Youtube,Confusing,4,5,4,5,5,4,5,4,4,4,3,3,5,4,4,4,5
Sabina Akhtar,49,male,Website,Clear and concise,3,3,4,4,4,4,4,4,4,3,4,4,4,3,5,3,4
Nasir Hasan,42,female,Instagram,Well-structured,4,5,5,3,4,5,4,3,5,5,4,4,4,4,3,4,5
Shahida Khanam,29,male,Facebook,Inconsistent Navigation,3,4,4,3,4,4,5,5,4,4,4,4,4,5,4,4,5
Sumi Khanam,38,female,Facebook,Intuitive,3,4,3,4,5,4,3,3,3,3,5,4,4,4,4,3,4
Nasirul Haque,48,male,Twitter,Inconsistent Navigation,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,5,5
Laily Akhtar,24,female,Youtube,Inconsistent Navigation,5,4,4,4,4,4,3,4,5,5,4,3,4,4,5,3,5
Rukhsana Akhter,74,female,Twitter,Well-structured,3,4,4,5,4,4,4,4,5,4,4,4,4,4,3,5,3
Sharmin Khanam,23,female,Youtube,Confusing,5,4,5,4,5,5,4,5,3,4,5,5,4,3,4,4,4
Safiqul Hasan,21,male,Instagram,Intuitive,4,5,4,3,4,5,4,3,3,5,5,5,4,4,4,4,4
Shahida Akhtar,47,female,Instagram,Engaging,4,4,4,3,4,4,5,4,5,4,4,5,3,4,4,4,4
Nasim Hasan,23,male,Youtube,Adequate,5,3,3,4,4,5,4,3,5,4,5,3,5,5,5,4,4
Nusrat Khanam,52,female,Instagram,Engaging,5,4,4,4,4,4,5,5,3,4,4,4,4,4,4,5,5
Rumi Akhtar,64,female,Youtube,Confusing,5,5,4,4,4,3,4,4,4,4,5,3,5,5,4,4,4
Nasir Uddin,42,male,Facebook,Intuitive,4,4,3,4,5,3,5,4,5,3,5,4,4,4,5,4,4
Sharmin Akhter,65,female,Instagram,Engaging,3,4,3,4,5,5,4,4,4,4,4,4,5,3,4,4,4
Shahid Hasan,35,male,Website,Well-structured,4,3,4,5,3,5,4,5,5,5,4,5,5,4,4,5,5
Nusrat Jahan,72,female,Youtube,Clear and concise,3,5,4,4,5,4,4,4,4,4,4,4,5,4,5,5,5
Mohiuddin Hasan,76,male,Youtube,User-Friendly,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4
Nasrin Khanam,43,female,Youtube,User-Friendly,5,5,4,5,4,5,3,4,4,5,4,5,4,3,4,3,3
Shorab Mia,53,male,Facebook,Inconsistent Navigation,4,5,3,4,4,5,5,3,4,3,3,4,4,5,3,5,4
Sharmin Sultana,25,female,Instagram,Well-structured,5,5,4,5,4,4,3,4,4,5,3,4,4,4,4,4,4
Nasrin Akhter,20,female,Twitter,Adequate,4,4,4,5,5,5,4,5,4,4,4,5,4,5,4,3,4
Samsul Hasan,19,male,Youtube,Confusing,3,5,4,3,4,4,4,4,3,4,3,4,4,3,4,4,4
Shirina Khanam,35,female,Twitter,Intuitive,4,5,4,4,3,5,4,5,5,5,5,4,3,4,5,4,4
Shakil Ahmed,25,male,Facebook,Engaging,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,4,4
Rina Akhter,73,female,Facebook,Intuitive,4,4,4,4,4,3,4,3,4,5,5,4,4,3,4,5,4
Nasima Akhtar,57,female,Instagram,Efficient,3,3,3,4,4,4,5,3,5,3,4,4,4,4,4,4,4
Shahida Akhter,57,female,Instagram,Well-structured,5,5,5,4,5,4,4,5,4,3,4,4,5,3,3,5,4
Sajjad Ali,49,male,Facebook,User-Friendly,3,4,4,4,5,3,5,4,4,4,5,4,4,4,3,5,5
Khaleda Begum,19,female,Youtube,Intuitive,5,4,5,5,4,4,4,4,5,5,4,5,5,4,5,4,5
Sumi Akhtar,75,male,Website,Confusing,5,5,3,3,5,5,5,3,4,4,3,4,3,4,3,5,4
Sarwar Khan,31,female,Website,Intuitive,4,3,3,4,5,5,5,4,3,4,4,3,3,3,4,5,4
Selina Akhtar,36,male,Facebook,Intuitive,3,4,3,4,4,4,4,3,5,5,5,5,5,4,5,4,4
Nasrin Sultana,20,female,Website,Engaging,5,5,4,3,3,4,5,4,5,3,3,5,5,5,3,4,4
Khairul Hasan,54,male,Twitter,Efficient,4,5,4,3,4,4,4,4,4,3,4,4,5,4,4,5,5
Mousumi Akhter,56,female,Twitter,Inconsistent Navigation,4,3,4,4,4,3,5,3,4,3,4,4,4,3,5,5,4
Shorab Mia,39,male,Website,Well-structured,4,4,4,4,5,4,4,4,5,3,5,4,4,5,5,4,5
Sharifa Akhter,38,female,Website,Intuitive,4,3,4,5,4,4,4,3,4,3,5,4,5,4,4,4,4
Rina Khanam,44,male,Facebook,Efficient,3,4,5,4,4,4,5,3,5,4,4,5,4,4,5,5,4
Nasir Uddin,70,female,Twitter,Limited Menu Options,4,4,4,3,5,4,4,4,3,4,4,4,4,3,4,4,5
Rahim Uddin,37,male,Youtube,Well-structured,3,5,4,4,3,4,4,4,5,4,5,5,5,4,5,4,3
Farhana Begum,38,female,Twitter,Confusing,5,5,4,5,5,4,4,5,4,4,4,4,3,5,4,4,3
Asadul Haque,42,male,Twitter,Confusing,3,4,4,4,4,5,4,4,4,5,3,4,4,4,3,5,5
Sumaiya Akhter,47,female,Youtube,User-Friendly,4,4,5,5,3,3,5,3,4,5,4,3,5,5,3,4,4
Iqbal Khan,70,male,Youtube,User-Friendly,4,3,4,3,3,3,4,5,5,4,3,4,4,5,3,4,4
Shahnaz Khanam,48,female,Youtube,Confusing,4,3,3,4,4,4,4,4,3,4,3,5,4,4,4,5,4
Kamal Uddin,70,male,Website,Efficient,5,5,4,4,4,4,5,4,4,3,4,3,5,4,3,3,3
Yasmin Sultana,66,female,Facebook,Limited Menu Options,4,4,3,3,3,5,4,5,4,4,4,4,5,5,3,4,4
Abdul Karim,28,male,Instagram,Engaging,4,4,4,3,4,5,4,5,4,4,4,5,4,4,5,3,4
Nazneen Begum,41,female,Youtube,Confusing,4,4,3,4,4,4,4,5,3,3,4,5,4,4,3,4,4
Aminur Rahman,60,male,Facebook,User-Friendly,4,4,4,4,4,4,4,3,3,3,4,4,5,4,4,5,3
Salma Akhter,64,female,Youtube,User-Friendly,4,4,4,5,4,3,5,5,3,5,4,4,3,5,5,3,4
Shahed Mia,49,male,Youtube,Clear and concise,5,5,4,4,5,4,3,5,4,4,3,4,4,4,5,4,4
Sabina Sultana,75,female,Youtube,Engaging,4,4,4,4,4,5,4,4,4,5,5,4,4,5,4,3,5
Jahangir Hasan,20,male,Website,Inconsistent Navigation,4,4,5,3,5,4,4,4,5,4,5,4,3,4,5,5,3
Naima Akhtar,72,female,Facebook,Clear and concise,4,4,5,5,4,4,4,5,4,3,5,3,4,4,4,3,5
Mamunur Rahman,31,male,Youtube,User-Friendly,4,5,4,4,4,5,4,3,4,4,5,4,4,4,5,4,5
Afroza Sultana,31,female,Youtube,Inconsistent Navigation,5,4,4,5,4,4,5,3,5,5,5,5,5,3,4,5,4
Rafiqul Haque,25,male,Website,Engaging,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,5,4
Sharifa Khanam,46,female,Facebook,Confusing,4,3,4,4,5,5,4,3,3,3,4,3,4,3,5,4,5
Ruhul Amin,72,male,Instagram,Adequate,3,3,3,3,3,5,4,4,4,4,4,3,3,5,4,3,4
Nasima Sultana,47,female,Facebook,Engaging,3,5,4,4,4,4,4,4,3,4,5,4,5,4,5,3,4
Arif Khan,64,male,Instagram,Intuitive,5,5,4,3,4,4,4,3,5,5,3,4,4,3,4,4,4
Shireen Akhtar,64,female,Website,Clear and concise,4,4,4,4,5,4,5,5,4,5,3,5,4,4,5,4,5
Kamrul Hasan,45,male,Facebook,Clear and concise,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4
Monowara Khanam,27,female,Facebook,Well-structured,3,5,4,4,4,5,5,4,5,3,5,3,4,4,3,4,3
Shahidul Mia,37,male,Twitter,User-Friendly,4,5,3,3,4,4,4,4,5,5,4,4,5,3,5,4,4
Fahmida Khanam,73,female,Website,Inconsistent Navigation,4,5,4,4,4,4,4,5,5,4,3,4,4,4,5,5,5
Sajjadul Haque,74,male,Twitter,Clear and concise,4,4,4,3,4,3,5,3,5,3,5,4,5,3,4,4,4
Nazia Akhtar,54,female,Instagram,Clear and concise,4,4,4,3,4,4,4,4,3,4,4,5,3,4,3,4,3
Abdur Rahim,48,male,Website,Efficient,4,4,3,4,4,4,4,5,4,4,3,4,4,4,5,4,3
Shammi Akhter,47,female,Instagram,Clear and concise,4,4,4,4,4,4,5,5,4,5,4,4,5,5,3,3,3
Imtiaz Khan,22,male,Facebook,Adequate,4,5,3,4,4,4,5,5,4,5,4,4,5,5,4,4,3
Khadiza Sultana,76,female,Youtube,Intuitive,4,5,4,4,3,5,3,4,4,4,4,4,4,4,5,5,5
Abdul Malek,34,male,Website,Confusing,5,5,4,3,4,4,5,5,3,4,5,4,4,4,4,5,5
Salina Khanam,19,female,Twitter,Intuitive,4,5,4,4,5,5,5,5,5,5,4,3,4,4,4,4,5
Anwar Hossain,68,male,Instagram,User-Friendly,5,4,3,4,5,4,4,3,4,5,4,4,4,3,5,5,3
Rubina Akhtar,19,female,Twitter,Intuitive,5,4,4,5,5,5,5,4,5,4,4,4,3,3,4,4,5
Jahangir Mia,56,male,Twitter,Clear and concise,5,5,4,5,4,4,5,5,4,4,3,4,3,4,3,4,5
Sultana Akhtar,70,female,Website,Inconsistent Navigation,4,4,3,4,3,4,4,3,4,4,4,5,5,3,4,4,5
Mokbul Hasan,45,male,Instagram,Adequate,5,4,3,4,4,4,4,5,3,4,4,4,4,4,5,4,5
Shumi Akhter,32,female,Instagram,Limited Menu Options,4,3,4,3,5,4,4,4,4,4,5,5,5,3,4,5,4
Mahmudul Haque,65,male,Youtube,Inconsistent Navigation,5,3,4,5,4,4,4,5,5,5,4,4,4,5,4,4,5
Kohinoor Khanam,34,female,Twitter,Inconsistent Navigation,5,4,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4
Nasirul Islam,71,male,Youtube,Intuitive,4,3,4,3,5,4,4,4,3,5,5,5,4,4,4,4,4
Shama Akhtar,35,female,Facebook,Engaging,5,3,3,5,4,5,4,4,3,4,3,5,5,3,4,4,5
Monira Khanam,36,male,Instagram,Efficient,4,4,3,5,4,4,4,5,3,3,5,4,3,4,3,4,5
Shahjahan Mia,36,female,Facebook,Intuitive,4,3,4,4,4,4,4,4,4,4,3,5,5,5,4,3,4
Ruma Akhter,75,male,Twitter,Efficient,4,3,4,3,4,5,4,5,5,4,3,4,5,5,4,4,3
Mahbubul Haque,37,female,Facebook,Well-structured,3,5,4,4,4,5,4,5,4,5,4,5,5,4,5,4,4
Hasna Akhtar,43,male,Website,Efficient,4,3,3,4,4,4,4,4,4,4,4,5,5,4,4,3,4
Jahidul Haque,70,female,Website,Adequate,5,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,3
Rozina Sultana,22,male,Youtube,Intuitive,3,4,5,4,4,5,4,4,3,5,4,3,5,4,4,3,4
Mahfuzur Rahman,36,female,Youtube,Inconsistent Navigation,3,4,4,5,5,5,5,4,3,4,3,5,4,4,5,4,4
Sufia Khanam,41,male,Youtube,Adequate,4,4,4,4,5,4,5,5,3,4,3,4,5,3,4,5,5
Shahab Uddin,40,female,Twitter,Clear and concise,5,4,3,4,5,3,4,4,4,3,4,4,5,5,4,4,3
Marjina Akhtar,38,male,Twitter,Limited Menu Options,4,5,4,4,5,3,4,4,4,4,5,5,5,4,3,4,3
Firoz Khan,40,female,Youtube,Intuitive,4,5,5,5,4,4,4,4,5,4,4,5,3,4,4,3,4
Aleya Sultana,55,male,Website,Efficient,3,5,4,5,4,5,4,5,5,3,5,4,5,5,4,5,4
Abdus Salam,46,female,Youtube,Clear and concise,3,5,3,4,4,4,4,4,3,4,3,3,5,3,5,4,3
Shabnam Khanam,74,male,Facebook,Confusing,3,3,4,4,4,4,5,4,3,4,4,5,4,5,3,4,3
Nurul Amin,23,female,Facebook,User-Friendly,4,3,4,4,5,4,4,4,3,3,4,5,4,4,4,3,3
Shahin Akhtar,49,male,Website,Engaging,3,5,4,4,4,4,4,4,4,4,4,3,4,4,4,5,3
Nasrin Sultana,52,female,Instagram,Well-structured,5,5,4,5,5,5,5,3,5,3,5,5,3,3,4,5,4
Khaled Mahmud,48,male,Instagram,Adequate,4,5,4,5,3,4,5,4,4,4,3,5,3,4,3,5,4
Shikha Akhtar,65,female,Website,Intuitive,5,5,4,3,5,4,5,5,5,5,4,4,4,4,4,5,4
Kishore Das,20,male,Website,Intuitive,4,5,3,4,4,4,4,3,5,4,3,5,4,3,4,3,4
Rahima Khanam,57,female,Instagram,Confusing,3,5,4,3,4,4,4,4,5,4,4,4,3,4,5,5,5
Jashim Uddin,27,male,Youtube,Efficient,4,5,4,4,4,5,4,4,3,4,4,4,4,3,4,3,3
Parvin Sultana,33,female,Youtube,Adequate,3,4,5,4,4,5,4,3,4,5,5,5,4,4,4,3,3
Manik Khan,24,male,Website,User-Friendly,5,4,4,4,4,5,4,4,4,5,5,4,4,4,5,4,5
Kusum Akhter,20,female,Facebook,User-Friendly,5,5,4,3,4,4,4,4,4,4,3,4,5,5,3,5,4
Harun Mia,58,male,Instagram,Limited Menu Options,4,5,4,3,4,4,4,4,5,4,4,4,4,4,3,5,4
Tamanna Begum,38,female,Twitter,Efficient,3,4,4,4,4,5,4,5,3,4,3,4,4,3,5,5,4
Niazul Haque,52,male,Twitter,Intuitive,5,4,3,4,3,4,5,4,5,4,3,5,5,4,4,4,5
Farida Khanam,62,female,Website,Inconsistent Navigation,4,4,4,4,4,5,4,4,4,4,3,5,4,3,5,5,3
Zakir Hossain,21,male,Facebook,Well-structured,4,5,4,3,4,4,4,5,4,4,4,3,4,5,4,5,5
Lipi Akhtar,32,female,Facebook,User-Friendly,5,4,4,4,5,5,5,4,4,4,4,4,5,4,4,4,5
Mosharraf Khan,49,male,Twitter,Confusing,4,3,4,5,3,4,3,3,4,3,4,5,4,5,4,5,3
Sabina Akhter,46,female,Facebook,User-Friendly,3,5,4,4,4,4,5,4,4,4,4,5,3,4,4,5,5
Shah Alam,24,male,Youtube,Intuitive,3,4,4,4,4,5,4,5,5,4,4,4,3,4,4,4,4
Shahina Sultana,19,female,Website,Efficient,5,3,4,4,5,5,3,3,3,4,4,3,5,3,4,4,4
Abul Kashem,73,male,Twitter,Inconsistent Navigation,4,5,4,4,4,4,4,5,3,4,5,4,5,4,5,4,4
Rojina Khanam,37,female,Facebook,Efficient,4,4,4,4,5,5,5,5,4,3,4,5,4,4,4,4,4
Mohidul Haque,68,male,Facebook,Well-structured,4,4,4,4,4,5,4,4,3,4,4,5,4,4,4,4,4
Sabira Begum,57,female,Youtube,Limited Menu Options,5,5,4,3,5,4,3,5,4,3,5,5,5,3,3,5,3
Sumon Khan,38,male,Instagram,Inconsistent Navigation,4,3,3,4,4,4,4,3,4,4,4,4,3,5,4,4,5
Panna Akhtar,39,female,Instagram,Well-structured,5,4,4,5,5,4,4,4,4,4,3,5,3,4,4,5,4
Shahjahan Khan,36,male,Youtube,Adequate,4,5,4,5,4,4,4,4,5,4,4,3,3,4,4,5,5
Kaniz Sultana,50,female,Facebook,Adequate,5,4,4,5,4,5,4,3,4,4,4,3,4,3,5,4,4
Rekha Begum,75,female,Youtube,Intuitive,3,4,4,4,5,5,5,4,4,5,4,4,5,4,3,4,4
Jahangir Khan,27,male,Twitter,Engaging,4,4,4,5,4,5,3,3,4,5,5,4,4,4,5,4,4
Nasrin Akhter,54,female,Twitter,Inconsistent Navigation,4,4,4,5,5,4,5,3,4,3,4,3,3,3,5,3,4
Nizam Uddin,30,male,Twitter,Intuitive,3,5,4,3,5,4,5,4,5,4,4,4,4,3,4,5,3
Jesmin Khanam,59,female,Youtube,Confusing,3,5,3,5,4,4,3,3,5,4,4,3,4,4,4,3,4
Mukul Khan,69,male,Youtube,Confusing,5,3,4,4,3,4,3,4,4,5,4,4,5,4,3,4,4
Mahfuza Akhtar,57,female,Website,Adequate,5,3,3,5,4,4,5,4,5,4,3,4,3,4,5,5,5
Shafiul Islam,30,male,Instagram,Inconsistent Navigation,4,4,3,4,4,4,4,4,5,4,5,4,4,5,5,4,5
Shahida Akhter,74,female,Youtube,Adequate,4,3,4,4,5,5,4,4,5,4,4,5,4,4,5,4,4
Anis Khan,24,male,Twitter,Limited Menu Options,5,4,4,3,3,5,5,4,4,4,4,5,4,3,4,3,5
Nazma Khanam,68,female,Youtube,Confusing,4,3,4,4,5,5,3,5,4,4,4,4,3,5,4,5,4
Abdus Sobhan,54,male,Youtube,Confusing,4,4,4,4,3,4,5,4,4,4,5,4,4,5,4,5,3
Shahida Sultana,60,female,Twitter,Engaging,5,5,5,5,4,5,4,5,4,3,4,5,3,3,3,5,4
Masud Khan,35,male,Website,Well-structured,4,3,3,5,5,4,4,4,4,5,4,5,5,4,5,5,3
Shabina Sultana,64,female,Facebook,User-Friendly,4,4,4,3,4,4,4,5,3,4,4,4,4,4,5,4,4
Nasir Mia,58,male,Website,Engaging,3,3,3,4,4,4,4,4,4,4,4,3,5,5,5,4,5
Rina Akhtar,21,female,Instagram,Well-structured,4,5,4,4,5,3,5,4,4,3,5,4,3,5,5,5,4
Alamgir Khan,35,male,Instagram,Clear and concise,4,5,4,3,4,4,3,4,5,5,4,4,4,4,3,4,5
Nasima Khanam,34,female,Website,Engaging,4,3,5,4,3,4,4,5,4,4,5,4,4,5,4,3,3
Khaled Hasan,42,male,Website,Adequate,3,5,3,3,5,3,4,4,5,4,4,3,4,3,4,5,4
Shanta Akhter,54,female,Facebook,Efficient,4,3,4,5,5,3,4,5,5,4,5,5,4,4,3,5,5
Farzana Khanam,25,male,Instagram,User-Friendly,4,5,4,4,4,4,4,4,5,4,5,5,4,4,4,4,3
Sharif Ali,29,female,Website,Adequate,4,3,3,5,4,4,4,3,3,3,4,5,5,4,3,5,4
Mukta Begum,35,male,Youtube,Adequate,4,3,4,5,5,4,4,4,5,4,4,5,5,3,4,3,5
Nizamul Haque,69,female,Instagram,Inconsistent Navigation,4,4,4,5,5,5,4,4,4,5,3,5,5,5,4,4,5
Rozina Akhter,66,male,Twitter,Efficient,4,5,4,4,5,4,4,3,3,5,4,5,5,5,4,4,3
Nurul Karim,75,female,Youtube,Limited Menu Options,4,5,3,5,4,5,3,5,5,4,3,5,5,4,3,4,4
Shahina Begum,76,male,Instagram,Efficient,5,4,4,3,5,4,3,3,5,4,5,3,4,5,3,5,4
Nasim Khan,44,female,Twitter,Confusing,4,4,4,4,4,3,5,4,3,4,3,4,5,3,4,5,4
Shapla Akhtar,69,male,Youtube,Efficient,5,4,4,4,5,4,3,4,5,4,4,4,5,3,4,3,5
Shamim Hasan,34,female,Twitter,Inconsistent Navigation,3,5,3,5,5,4,4,4,3,4,4,3,5,5,4,5,3
Shahana Akhter,30,male,Instagram,Engaging,3,4,4,5,4,4,3,4,4,4,4,3,5,3,3,3,4
Mizan Khan,35,female,Facebook,Inconsistent Navigation,5,5,4,4,5,5,4,4,5,4,5,4,5,3,4,5,5
Khairun Nahar,35,male,Twitter,Limited Menu Options,3,3,4,4,5,4,5,3,4,4,4,5,4,4,4,5,4
Ashraf Khan,40,female,Instagram,User-Friendly,5,4,4,4,4,5,5,3,5,4,4,5,4,5,4,3,3
Sumaiya Sultana,38,male,Website,Efficient,4,5,3,5,5,4,4,4,4,4,5,4,4,3,3,3,5
Jahid Hasan,69,female,Instagram,Adequate,4,5,4,3,4,4,4,4,4,4,5,4,3,3,4,4,5
Amina Khanam,36,male,Youtube,Intuitive,5,4,3,4,4,5,5,4,4,4,5,4,5,5,4,3,4
Nurul Kabir,42,female,Facebook,Engaging,3,4,3,4,5,5,4,5,4,4,4,4,3,3,5,5,5
Kohinoor Akhtar,19,male,Twitter,Confusing,4,4,5,3,4,4,5,4,4,3,5,3,4,5,4,5,4
Anwar Khan,40,female,Instagram,Confusing,5,4,4,5,4,4,4,4,4,5,4,4,4,5,4,3,4
Nusrat Khanam,28,male,Youtube,Well-structured,4,3,4,4,4,3,5,5,3,4,4,3,3,4,4,4,4
Mukul Hasan,25,female,Youtube,Intuitive,5,4,5,3,4,4,3,4,4,4,4,4,5,4,4,4,4
Shahedul Haque,71,male,Youtube,Adequate,4,5,5,4,4,5,4,4,4,4,4,3,4,3,5,4,4
Nazma Akhter,34,female,Facebook,Clear and concise,5,4,3,4,4,4,5,3,5,4,5,5,5,4,5,5,4
Mohiuddin Khan,46,male,Website,Inconsistent Navigation,4,3,4,4,5,4,4,3,5,4,5,4,5,4,5,4,4
Rumi Akhter,70,female,Instagram,Adequate,4,3,4,4,4,3,5,3,5,3,3,4,4,4,4,5,4
Mahirul Haque,37,male,Facebook,Inconsistent Navigation,5,4,4,5,4,4,4,4,4,4,4,4,5,5,4,4,3
Rojina Akhtar,27,female,Instagram,Inconsistent Navigation,3,4,4,4,4,4,5,4,4,3,4,3,5,4,5,4,4
Monirul Khan,67,male,Youtube,Clear and concise,4,4,4,3,5,5,4,4,5,5,3,3,5,5,5,4,5
Fahima Akhter,28,female,Facebook,Limited Menu Options,5,4,4,4,4,4,4,3,4,5,4,5,4,4,4,4,3
Khairul Hasan,28,male,Instagram,Confusing,3,5,4,3,5,4,4,4,4,4,4,3,4,5,5,4,4
Sahida Akhtar,74,female,Youtube,Engaging,5,5,4,3,5,3,5,3,3,5,4,3,4,5,4,3,4
Shahina Akhtar,42,female,Website,Limited Menu Options,4,4,4,4,3,3,5,5,5,4,5,3,5,4,4,5,5
Rafiq Mia,29,male,Website,Limited Menu Options,5,5,5,3,4,4,4,4,3,4,3,5,3,4,4,4,4
Sumi Sultana,37,female,Twitter,Engaging,5,4,4,4,5,5,5,4,5,3,5,4,5,4,4,4,4
Jahangir Hasan,48,male,Instagram,Well-structured,3,4,4,3,5,4,5,3,3,4,3,3,4,3,4,5,3
Khaleda Akhter,20,female,Website,Inconsistent Navigation,4,3,4,5,3,3,4,4,4,5,4,4,4,3,5,3,4
Nasir Mia,72,male,Website,Limited Menu Options,4,4,4,4,3,4,5,4,4,3,5,4,3,4,5,4,5
Shahida Akhter,37,female,Twitter,Confusing,5,5,4,5,4,4,4,5,5,5,5,4,3,4,4,4,4
Amir Khan,59,male,Facebook,Intuitive,5,4,4,4,3,5,4,4,3,4,4,4,3,5,4,5,4
Nasrin Begum,35,female,Facebook,Inconsistent Navigation,5,5,4,5,4,5,4,4,4,4,4,4,3,3,3,4,4
Farid Khan,41,male,Twitter,Adequate,4,4,5,4,3,3,4,3,4,3,4,5,4,4,5,5,4
Shapla Begum,52,female,Twitter,Intuitive,5,4,4,4,4,4,4,4,5,3,4,4,5,4,5,3,4
Nasrin Akhtar,63,male,Twitter,Clear and concise,4,4,4,4,5,5,5,4,4,4,4,5,5,3,4,4,4
Mosharraf Ali,41,female,Website,Confusing,4,5,4,5,4,3,3,5,4,4,5,5,4,4,3,4,5
Shamsun Nahar,30,male,Youtube,Well-structured,3,5,4,4,4,4,5,4,4,5,4,4,3,4,4,5,3
